
Number of training patterns: 800

Initial weights : w5 =   9.5799 w4 =   6.6507 w3 =   2.8357 w2 =   6.3874 w1 =   5.6378 w0 =   5.2085 
Training weights: w5 =   0.0074 w4 =   0.0209 w3 =   0.0021 w2 =   0.0017 w1 =   0.0062 w0 =  -0.2835 Iteration 2342: Error Rate = 4.50%
Training weights: w5 =   0.0059 w4 =   0.0205 w3 =   0.0034 w2 =   0.0022 w1 =   0.0057 w0 =  -0.2837 Iteration 2343: Error Rate = 7.50%
Training weights: w5 =   0.0064 w4 =   0.0185 w3 =   0.0036 w2 =   0.0024 w1 =   0.0066 w0 =  -0.2839 Iteration 2344: Error Rate = 5.75%
Training weights: w5 =   0.0065 w4 =   0.0192 w3 =   0.0036 w2 =   0.0026 w1 =   0.0071 w0 =  -0.2839 Iteration 2345: Error Rate = 3.75%
Training weights: w5 =   0.0060 w4 =   0.0183 w3 =   0.0036 w2 =   0.0020 w1 =   0.0058 w0 =  -0.2841 Iteration 2346: Error Rate = 5.25%
Training weights: w5 =   0.0060 w4 =   0.0198 w3 =   0.0045 w2 =   0.0019 w1 =   0.0061 w0 =  -0.2841 Iteration 2347: Error Rate = 6.75%
Training weights: w5 =   0.0066 w4 =   0.0200 w3 =   0.0034 w2 =   0.0009 w1 =   0.0067 w0 =  -0.2842 Iteration 2348: Error Rate = 7.12%
Training weights: w5 =   0.0069 w4 =   0.0200 w3 =   0.0032 w2 =   0.0011 w1 =   0.0060 w0 =  -0.2843 Iteration 2349: Error Rate = 4.62%
Training weights: w5 =   0.0067 w4 =   0.0206 w3 =   0.0027 w2 =   0.0023 w1 =   0.0065 w0 =  -0.2843 Iteration 2350: Error Rate = 3.25%
Training weights: w5 =   0.0066 w4 =   0.0196 w3 =   0.0049 w2 =   0.0012 w1 =   0.0060 w0 =  -0.2845 Iteration 2351: Error Rate = 6.75%
Training weights: w5 =   0.0065 w4 =   0.0202 w3 =   0.0030 w2 =   0.0026 w1 =   0.0066 w0 =  -0.2846 Iteration 2352: Error Rate = 6.12%
Training weights: w5 =   0.0058 w4 =   0.0195 w3 =   0.0022 w2 =   0.0028 w1 =   0.0064 w0 =  -0.2848 Iteration 2353: Error Rate = 6.75%
Training weights: w5 =   0.0064 w4 =   0.0206 w3 =   0.0028 w2 =   0.0021 w1 =   0.0065 w0 =  -0.2848 Iteration 2354: Error Rate = 5.00%
Training weights: w5 =   0.0060 w4 =   0.0199 w3 =   0.0020 w2 =   0.0020 w1 =   0.0066 w0 =  -0.2850 Iteration 2355: Error Rate = 6.75%
Training weights: w5 =   0.0054 w4 =   0.0207 w3 =   0.0032 w2 =   0.0016 w1 =   0.0060 w0 =  -0.2851 Iteration 2356: Error Rate = 6.62%
Training weights: w5 =   0.0066 w4 =   0.0203 w3 =   0.0021 w2 =   0.0013 w1 =   0.0070 w0 =  -0.2852 Iteration 2357: Error Rate = 5.88%
Training weights: w5 =   0.0066 w4 =   0.0208 w3 =   0.0040 w2 =   0.0005 w1 =   0.0069 w0 =  -0.2853 Iteration 2358: Error Rate = 7.38%
Training weights: w5 =   0.0065 w4 =   0.0202 w3 =   0.0025 w2 =   0.0011 w1 =   0.0052 w0 =  -0.2855 Iteration 2359: Error Rate = 5.00%
Training weights: w5 =   0.0068 w4 =   0.0201 w3 =   0.0033 w2 =   0.0011 w1 =   0.0058 w0 =  -0.2856 Iteration 2360: Error Rate = 6.62%
Training weights: w5 =   0.0063 w4 =   0.0204 w3 =   0.0030 w2 =   0.0010 w1 =   0.0068 w0 =  -0.2857 Iteration 2361: Error Rate = 7.12%
Training weights: w5 =   0.0072 w4 =   0.0205 w3 =   0.0026 w2 =   0.0012 w1 =   0.0066 w0 =  -0.2858 Iteration 2362: Error Rate = 6.62%
Training weights: w5 =   0.0081 w4 =   0.0205 w3 =   0.0043 w2 =   0.0018 w1 =   0.0068 w0 =  -0.2859 Iteration 2363: Error Rate = 7.88%
Training weights: w5 =   0.0067 w4 =   0.0201 w3 =   0.0023 w2 =   0.0015 w1 =   0.0067 w0 =  -0.2861 Iteration 2364: Error Rate = 6.00%
Training weights: w5 =   0.0067 w4 =   0.0216 w3 =   0.0033 w2 =   0.0018 w1 =   0.0063 w0 =  -0.2861 Iteration 2365: Error Rate = 5.00%
Training weights: w5 =   0.0057 w4 =   0.0202 w3 =   0.0031 w2 =   0.0001 w1 =   0.0063 w0 =  -0.2863 Iteration 2366: Error Rate = 4.00%
Training weights: w5 =   0.0064 w4 =   0.0210 w3 =   0.0042 w2 =   0.0030 w1 =   0.0070 w0 =  -0.2863 Iteration 2367: Error Rate = 7.00%
Training weights: w5 =   0.0076 w4 =   0.0191 w3 =   0.0026 w2 =   0.0021 w1 =   0.0066 w0 =  -0.2866 Iteration 2368: Error Rate = 8.88%
Training weights: w5 =   0.0083 w4 =   0.0198 w3 =   0.0030 w2 =   0.0022 w1 =   0.0074 w0 =  -0.2866 Iteration 2369: Error Rate = 4.75%
Training weights: w5 =   0.0064 w4 =   0.0198 w3 =   0.0030 w2 =   0.0005 w1 =   0.0063 w0 =  -0.2868 Iteration 2370: Error Rate = 6.75%
Training weights: w5 =   0.0065 w4 =   0.0215 w3 =   0.0033 w2 =   0.0020 w1 =   0.0061 w0 =  -0.2868 Iteration 2371: Error Rate = 6.50%
Training weights: w5 =   0.0075 w4 =   0.0207 w3 =   0.0034 w2 =   0.0026 w1 =   0.0064 w0 =  -0.2869 Iteration 2372: Error Rate = 4.12%
Training weights: w5 =   0.0066 w4 =   0.0205 w3 =   0.0034 w2 =   0.0032 w1 =   0.0066 w0 =  -0.2870 Iteration 2373: Error Rate = 3.38%
Training weights: w5 =   0.0061 w4 =   0.0202 w3 =   0.0037 w2 =   0.0025 w1 =   0.0060 w0 =  -0.2871 Iteration 2374: Error Rate = 2.38%
Training weights: w5 =   0.0067 w4 =   0.0196 w3 =   0.0033 w2 =   0.0031 w1 =   0.0072 w0 =  -0.2872 Iteration 2375: Error Rate = 5.12%
Training weights: w5 =   0.0069 w4 =   0.0196 w3 =   0.0036 w2 =   0.0024 w1 =   0.0062 w0 =  -0.2873 Iteration 2376: Error Rate = 4.12%
Training weights: w5 =   0.0067 w4 =   0.0199 w3 =   0.0045 w2 =   0.0013 w1 =   0.0058 w0 =  -0.2874 Iteration 2377: Error Rate = 5.38%
Training weights: w5 =   0.0067 w4 =   0.0198 w3 =   0.0040 w2 =   0.0014 w1 =   0.0074 w0 =  -0.2875 Iteration 2378: Error Rate = 6.12%
Training weights: w5 =   0.0062 w4 =   0.0192 w3 =   0.0028 w2 =   0.0012 w1 =   0.0065 w0 =  -0.2877 Iteration 2379: Error Rate = 6.50%
Training weights: w5 =   0.0078 w4 =   0.0200 w3 =   0.0020 w2 =   0.0026 w1 =   0.0070 w0 =  -0.2877 Iteration 2380: Error Rate = 6.25%
Training weights: w5 =   0.0068 w4 =   0.0198 w3 =   0.0027 w2 =   0.0025 w1 =   0.0065 w0 =  -0.2878 Iteration 2381: Error Rate = 3.38%
Training weights: w5 =   0.0066 w4 =   0.0194 w3 =   0.0041 w2 =   0.0023 w1 =   0.0073 w0 =  -0.2879 Iteration 2382: Error Rate = 5.62%
Training weights: w5 =   0.0062 w4 =   0.0199 w3 =   0.0029 w2 =   0.0017 w1 =   0.0067 w0 =  -0.2880 Iteration 2383: Error Rate = 4.88%
Training weights: w5 =   0.0070 w4 =   0.0212 w3 =   0.0040 w2 =   0.0029 w1 =   0.0055 w0 =  -0.2880 Iteration 2384: Error Rate = 5.75%
Training weights: w5 =   0.0069 w4 =   0.0203 w3 =   0.0039 w2 =   0.0024 w1 =   0.0067 w0 =  -0.2881 Iteration 2385: Error Rate = 3.38%
Training weights: w5 =   0.0068 w4 =   0.0201 w3 =   0.0030 w2 =   0.0024 w1 =   0.0061 w0 =  -0.2882 Iteration 2386: Error Rate = 3.38%
Training weights: w5 =   0.0075 w4 =   0.0204 w3 =   0.0034 w2 =   0.0018 w1 =   0.0075 w0 =  -0.2882 Iteration 2387: Error Rate = 3.75%
Training weights: w5 =   0.0080 w4 =   0.0196 w3 =   0.0039 w2 =   0.0013 w1 =   0.0052 w0 =  -0.2884 Iteration 2388: Error Rate = 6.50%
Training weights: w5 =   0.0062 w4 =   0.0206 w3 =   0.0034 w2 =   0.0019 w1 =   0.0075 w0 =  -0.2884 Iteration 2389: Error Rate = 4.00%
Training weights: w5 =   0.0069 w4 =   0.0201 w3 =   0.0034 w2 =   0.0012 w1 =   0.0075 w0 =  -0.2885 Iteration 2390: Error Rate = 4.38%
Training weights: w5 =   0.0068 w4 =   0.0205 w3 =   0.0025 w2 =   0.0017 w1 =   0.0071 w0 =  -0.2886 Iteration 2391: Error Rate = 6.62%
Training weights: w5 =   0.0072 w4 =   0.0202 w3 =   0.0031 w2 =   0.0025 w1 =   0.0053 w0 =  -0.2887 Iteration 2392: Error Rate = 3.62%
Training weights: w5 =   0.0063 w4 =   0.0205 w3 =   0.0027 w2 =   0.0029 w1 =   0.0063 w0 =  -0.2888 Iteration 2393: Error Rate = 5.88%
Training weights: w5 =   0.0070 w4 =   0.0198 w3 =   0.0026 w2 =   0.0019 w1 =   0.0069 w0 =  -0.2889 Iteration 2394: Error Rate = 4.88%
Training weights: w5 =   0.0069 w4 =   0.0210 w3 =   0.0031 w2 =   0.0033 w1 =   0.0070 w0 =  -0.2889 Iteration 2395: Error Rate = 5.75%
Training weights: w5 =   0.0069 w4 =   0.0202 w3 =   0.0030 w2 =   0.0022 w1 =   0.0063 w0 =  -0.2890 Iteration 2396: Error Rate = 0.88%
Training weights: w5 =   0.0074 w4 =   0.0198 w3 =   0.0033 w2 =   0.0020 w1 =   0.0057 w0 =  -0.2891 Iteration 2397: Error Rate = 4.38%
Training weights: w5 =   0.0076 w4 =   0.0205 w3 =   0.0023 w2 =   0.0014 w1 =   0.0065 w0 =  -0.2892 Iteration 2398: Error Rate = 7.62%
Training weights: w5 =   0.0074 w4 =   0.0204 w3 =   0.0022 w2 =   0.0017 w1 =   0.0065 w0 =  -0.2893 Iteration 2399: Error Rate = 5.62%
Training weights: w5 =   0.0069 w4 =   0.0202 w3 =   0.0033 w2 =   0.0014 w1 =   0.0050 w0 =  -0.2894 Iteration 2400: Error Rate = 3.62%
Training weights: w5 =   0.0070 w4 =   0.0202 w3 =   0.0033 w2 =   0.0015 w1 =   0.0066 w0 =  -0.2895 Iteration 2401: Error Rate = 6.62%
Training weights: w5 =   0.0067 w4 =   0.0203 w3 =   0.0028 w2 =   0.0009 w1 =   0.0061 w0 =  -0.2896 Iteration 2402: Error Rate = 4.12%
Training weights: w5 =   0.0072 w4 =   0.0204 w3 =   0.0023 w2 =   0.0001 w1 =   0.0069 w0 =  -0.2897 Iteration 2403: Error Rate = 6.88%
Training weights: w5 =   0.0076 w4 =   0.0206 w3 =   0.0033 w2 =   0.0003 w1 =   0.0054 w0 =  -0.2898 Iteration 2404: Error Rate = 5.38%
Training weights: w5 =   0.0080 w4 =   0.0215 w3 =   0.0031 w2 =   0.0009 w1 =   0.0066 w0 =  -0.2898 Iteration 2405: Error Rate = 5.75%
Training weights: w5 =   0.0077 w4 =   0.0215 w3 =   0.0034 w2 =   0.0012 w1 =   0.0067 w0 =  -0.2899 Iteration 2406: Error Rate = 5.12%
Training weights: w5 =   0.0063 w4 =   0.0194 w3 =   0.0026 w2 =   0.0011 w1 =   0.0065 w0 =  -0.2902 Iteration 2407: Error Rate = 6.62%
Training weights: w5 =   0.0064 w4 =   0.0207 w3 =   0.0033 w2 =   0.0025 w1 =   0.0063 w0 =  -0.2902 Iteration 2408: Error Rate = 5.50%
Training weights: w5 =   0.0066 w4 =   0.0202 w3 =   0.0033 w2 =   0.0028 w1 =   0.0068 w0 =  -0.2903 Iteration 2409: Error Rate = 4.38%
Training weights: w5 =   0.0069 w4 =   0.0200 w3 =   0.0030 w2 =   0.0027 w1 =   0.0062 w0 =  -0.2904 Iteration 2410: Error Rate = 4.62%
Training weights: w5 =   0.0072 w4 =   0.0200 w3 =   0.0037 w2 =   0.0021 w1 =   0.0049 w0 =  -0.2905 Iteration 2411: Error Rate = 4.62%
Training weights: w5 =   0.0067 w4 =   0.0198 w3 =   0.0043 w2 =   0.0025 w1 =   0.0058 w0 =  -0.2906 Iteration 2412: Error Rate = 5.12%
Training weights: w5 =   0.0057 w4 =   0.0197 w3 =   0.0046 w2 =   0.0028 w1 =   0.0052 w0 =  -0.2907 Iteration 2413: Error Rate = 3.88%
Training weights: w5 =   0.0069 w4 =   0.0191 w3 =   0.0038 w2 =   0.0028 w1 =   0.0062 w0 =  -0.2908 Iteration 2414: Error Rate = 4.38%
Training weights: w5 =   0.0062 w4 =   0.0197 w3 =   0.0024 w2 =   0.0026 w1 =   0.0058 w0 =  -0.2909 Iteration 2415: Error Rate = 5.12%
Training weights: w5 =   0.0059 w4 =   0.0191 w3 =   0.0025 w2 =   0.0026 w1 =   0.0058 w0 =  -0.2910 Iteration 2416: Error Rate = 3.12%
Training weights: w5 =   0.0063 w4 =   0.0200 w3 =   0.0028 w2 =   0.0040 w1 =   0.0059 w0 =  -0.2910 Iteration 2417: Error Rate = 6.00%
Training weights: w5 =   0.0055 w4 =   0.0189 w3 =   0.0028 w2 =   0.0032 w1 =   0.0056 w0 =  -0.2912 Iteration 2418: Error Rate = 4.75%
Training weights: w5 =   0.0065 w4 =   0.0207 w3 =   0.0028 w2 =   0.0019 w1 =   0.0063 w0 =  -0.2912 Iteration 2419: Error Rate = 7.75%
Training weights: w5 =   0.0073 w4 =   0.0200 w3 =   0.0034 w2 =   0.0021 w1 =   0.0064 w0 =  -0.2912 Iteration 2420: Error Rate = 3.88%
Training weights: w5 =   0.0075 w4 =   0.0197 w3 =   0.0035 w2 =   0.0017 w1 =   0.0066 w0 =  -0.2913 Iteration 2421: Error Rate = 5.12%
Training weights: w5 =   0.0075 w4 =   0.0198 w3 =   0.0031 w2 =   0.0024 w1 =   0.0065 w0 =  -0.2914 Iteration 2422: Error Rate = 4.62%
Training weights: w5 =   0.0072 w4 =   0.0209 w3 =   0.0029 w2 =   0.0014 w1 =   0.0055 w0 =  -0.2915 Iteration 2423: Error Rate = 7.12%
Training weights: w5 =   0.0073 w4 =   0.0200 w3 =   0.0033 w2 =   0.0012 w1 =   0.0074 w0 =  -0.2916 Iteration 2424: Error Rate = 4.38%
Training weights: w5 =   0.0077 w4 =   0.0204 w3 =   0.0037 w2 =   0.0019 w1 =   0.0052 w0 =  -0.2917 Iteration 2425: Error Rate = 5.88%
Training weights: w5 =   0.0070 w4 =   0.0198 w3 =   0.0025 w2 =   0.0026 w1 =   0.0073 w0 =  -0.2918 Iteration 2426: Error Rate = 4.62%
Training weights: w5 =   0.0075 w4 =   0.0190 w3 =   0.0033 w2 =   0.0029 w1 =   0.0067 w0 =  -0.2919 Iteration 2427: Error Rate = 3.38%
Training weights: w5 =   0.0076 w4 =   0.0190 w3 =   0.0040 w2 =   0.0021 w1 =   0.0069 w0 =  -0.2920 Iteration 2428: Error Rate = 4.88%
Training weights: w5 =   0.0069 w4 =   0.0203 w3 =   0.0031 w2 =   0.0028 w1 =   0.0060 w0 =  -0.2921 Iteration 2429: Error Rate = 8.38%
Training weights: w5 =   0.0066 w4 =   0.0214 w3 =   0.0047 w2 =   0.0028 w1 =   0.0066 w0 =  -0.2921 Iteration 2430: Error Rate = 5.75%
Training weights: w5 =   0.0071 w4 =   0.0205 w3 =   0.0036 w2 =   0.0020 w1 =   0.0073 w0 =  -0.2922 Iteration 2431: Error Rate = 3.38%
Training weights: w5 =   0.0076 w4 =   0.0204 w3 =   0.0037 w2 =   0.0019 w1 =   0.0080 w0 =  -0.2923 Iteration 2432: Error Rate = 6.38%
Training weights: w5 =   0.0068 w4 =   0.0201 w3 =   0.0040 w2 =   0.0025 w1 =   0.0057 w0 =  -0.2925 Iteration 2433: Error Rate = 6.25%
Training weights: w5 =   0.0067 w4 =   0.0203 w3 =   0.0031 w2 =   0.0023 w1 =   0.0065 w0 =  -0.2926 Iteration 2434: Error Rate = 6.12%
Training weights: w5 =   0.0076 w4 =   0.0187 w3 =   0.0029 w2 =   0.0022 w1 =   0.0059 w0 =  -0.2928 Iteration 2435: Error Rate = 6.25%
Training weights: w5 =   0.0066 w4 =   0.0205 w3 =   0.0019 w2 =   0.0016 w1 =   0.0078 w0 =  -0.2928 Iteration 2436: Error Rate = 6.75%
Training weights: w5 =   0.0063 w4 =   0.0212 w3 =   0.0022 w2 =   0.0024 w1 =   0.0058 w0 =  -0.2929 Iteration 2437: Error Rate = 5.62%
Training weights: w5 =   0.0070 w4 =   0.0212 w3 =   0.0027 w2 =   0.0020 w1 =   0.0061 w0 =  -0.2930 Iteration 2438: Error Rate = 6.38%
Training weights: w5 =   0.0073 w4 =   0.0209 w3 =   0.0028 w2 =   0.0020 w1 =   0.0068 w0 =  -0.2931 Iteration 2439: Error Rate = 5.38%
Training weights: w5 =   0.0077 w4 =   0.0200 w3 =   0.0032 w2 =   0.0019 w1 =   0.0058 w0 =  -0.2933 Iteration 2440: Error Rate = 6.75%
Training weights: w5 =   0.0073 w4 =   0.0204 w3 =   0.0030 w2 =   0.0021 w1 =   0.0059 w0 =  -0.2934 Iteration 2441: Error Rate = 6.38%
Training weights: w5 =   0.0078 w4 =   0.0197 w3 =   0.0028 w2 =   0.0020 w1 =   0.0071 w0 =  -0.2935 Iteration 2442: Error Rate = 5.12%
Training weights: w5 =   0.0077 w4 =   0.0197 w3 =   0.0028 w2 =   0.0025 w1 =   0.0070 w0 =  -0.2936 Iteration 2443: Error Rate = 5.38%
Training weights: w5 =   0.0068 w4 =   0.0204 w3 =   0.0022 w2 =   0.0031 w1 =   0.0070 w0 =  -0.2936 Iteration 2444: Error Rate = 2.00%
Training weights: w5 =   0.0078 w4 =   0.0202 w3 =   0.0017 w2 =   0.0034 w1 =   0.0060 w0 =  -0.2937 Iteration 2445: Error Rate = 4.62%
Training weights: w5 =   0.0069 w4 =   0.0203 w3 =   0.0035 w2 =   0.0024 w1 =   0.0062 w0 =  -0.2938 Iteration 2446: Error Rate = 4.38%
Training weights: w5 =   0.0073 w4 =   0.0203 w3 =   0.0035 w2 =   0.0021 w1 =   0.0061 w0 =  -0.2938 Iteration 2447: Error Rate = 0.50%
Training weights: w5 =   0.0080 w4 =   0.0198 w3 =   0.0020 w2 =   0.0010 w1 =   0.0069 w0 =  -0.2939 Iteration 2448: Error Rate = 4.12%
Training weights: w5 =   0.0073 w4 =   0.0209 w3 =   0.0033 w2 =   0.0016 w1 =   0.0072 w0 =  -0.2939 Iteration 2449: Error Rate = 5.00%
Training weights: w5 =   0.0066 w4 =   0.0211 w3 =   0.0049 w2 =   0.0019 w1 =   0.0070 w0 =  -0.2940 Iteration 2450: Error Rate = 5.38%
Training weights: w5 =   0.0081 w4 =   0.0206 w3 =   0.0048 w2 =   0.0023 w1 =   0.0071 w0 =  -0.2941 Iteration 2451: Error Rate = 5.88%
Training weights: w5 =   0.0071 w4 =   0.0203 w3 =   0.0038 w2 =   0.0011 w1 =   0.0068 w0 =  -0.2943 Iteration 2452: Error Rate = 7.00%
Training weights: w5 =   0.0074 w4 =   0.0205 w3 =   0.0043 w2 =   0.0017 w1 =   0.0061 w0 =  -0.2944 Iteration 2453: Error Rate = 5.88%
Training weights: w5 =   0.0067 w4 =   0.0202 w3 =   0.0028 w2 =   0.0021 w1 =   0.0055 w0 =  -0.2946 Iteration 2454: Error Rate = 6.75%
Training weights: w5 =   0.0071 w4 =   0.0212 w3 =   0.0042 w2 =   0.0025 w1 =   0.0051 w0 =  -0.2946 Iteration 2455: Error Rate = 5.00%
Training weights: w5 =   0.0073 w4 =   0.0211 w3 =   0.0039 w2 =   0.0023 w1 =   0.0065 w0 =  -0.2947 Iteration 2456: Error Rate = 6.38%
Training weights: w5 =   0.0074 w4 =   0.0211 w3 =   0.0035 w2 =   0.0010 w1 =   0.0069 w0 =  -0.2948 Iteration 2457: Error Rate = 5.12%
Training weights: w5 =   0.0073 w4 =   0.0214 w3 =   0.0040 w2 =   0.0018 w1 =   0.0059 w0 =  -0.2949 Iteration 2458: Error Rate = 6.12%
Training weights: w5 =   0.0070 w4 =   0.0208 w3 =   0.0037 w2 =   0.0021 w1 =   0.0064 w0 =  -0.2950 Iteration 2459: Error Rate = 3.88%
Training weights: w5 =   0.0064 w4 =   0.0200 w3 =   0.0041 w2 =   0.0017 w1 =   0.0075 w0 =  -0.2951 Iteration 2460: Error Rate = 4.62%
Training weights: w5 =   0.0060 w4 =   0.0207 w3 =   0.0033 w2 =   0.0028 w1 =   0.0074 w0 =  -0.2951 Iteration 2461: Error Rate = 2.50%
Training weights: w5 =   0.0069 w4 =   0.0201 w3 =   0.0034 w2 =   0.0024 w1 =   0.0067 w0 =  -0.2952 Iteration 2462: Error Rate = 4.12%
Training weights: w5 =   0.0063 w4 =   0.0212 w3 =   0.0037 w2 =   0.0028 w1 =   0.0066 w0 =  -0.2952 Iteration 2463: Error Rate = 3.75%
Training weights: w5 =   0.0072 w4 =   0.0199 w3 =   0.0028 w2 =   0.0018 w1 =   0.0059 w0 =  -0.2954 Iteration 2464: Error Rate = 5.00%
Training weights: w5 =   0.0065 w4 =   0.0207 w3 =   0.0033 w2 =   0.0025 w1 =   0.0065 w0 =  -0.2954 Iteration 2465: Error Rate = 3.50%
Training weights: w5 =   0.0071 w4 =   0.0199 w3 =   0.0049 w2 =   0.0018 w1 =   0.0068 w0 =  -0.2955 Iteration 2466: Error Rate = 4.88%
Training weights: w5 =   0.0078 w4 =   0.0200 w3 =   0.0026 w2 =   0.0025 w1 =   0.0064 w0 =  -0.2956 Iteration 2467: Error Rate = 5.38%
Training weights: w5 =   0.0068 w4 =   0.0199 w3 =   0.0033 w2 =   0.0031 w1 =   0.0064 w0 =  -0.2957 Iteration 2468: Error Rate = 4.38%
Training weights: w5 =   0.0067 w4 =   0.0199 w3 =   0.0040 w2 =   0.0021 w1 =   0.0067 w0 =  -0.2958 Iteration 2469: Error Rate = 4.88%
Training weights: w5 =   0.0070 w4 =   0.0211 w3 =   0.0039 w2 =   0.0024 w1 =   0.0070 w0 =  -0.2958 Iteration 2470: Error Rate = 5.00%
Training weights: w5 =   0.0072 w4 =   0.0211 w3 =   0.0029 w2 =   0.0022 w1 =   0.0064 w0 =  -0.2959 Iteration 2471: Error Rate = 4.12%
Training weights: w5 =   0.0065 w4 =   0.0199 w3 =   0.0040 w2 =   0.0015 w1 =   0.0075 w0 =  -0.2961 Iteration 2472: Error Rate = 6.75%
Training weights: w5 =   0.0070 w4 =   0.0204 w3 =   0.0036 w2 =   0.0027 w1 =   0.0059 w0 =  -0.2962 Iteration 2473: Error Rate = 5.38%
Training weights: w5 =   0.0069 w4 =   0.0209 w3 =   0.0039 w2 =   0.0027 w1 =   0.0058 w0 =  -0.2962 Iteration 2474: Error Rate = 1.75%
Training weights: w5 =   0.0078 w4 =   0.0196 w3 =   0.0034 w2 =   0.0020 w1 =   0.0057 w0 =  -0.2964 Iteration 2475: Error Rate = 7.00%
Training weights: w5 =   0.0063 w4 =   0.0208 w3 =   0.0029 w2 =   0.0029 w1 =   0.0068 w0 =  -0.2964 Iteration 2476: Error Rate = 4.25%
Training weights: w5 =   0.0071 w4 =   0.0209 w3 =   0.0018 w2 =   0.0024 w1 =   0.0070 w0 =  -0.2965 Iteration 2477: Error Rate = 5.88%
Training weights: w5 =   0.0074 w4 =   0.0206 w3 =   0.0033 w2 =   0.0020 w1 =   0.0061 w0 =  -0.2966 Iteration 2478: Error Rate = 4.62%
Training weights: w5 =   0.0077 w4 =   0.0201 w3 =   0.0036 w2 =   0.0028 w1 =   0.0063 w0 =  -0.2967 Iteration 2479: Error Rate = 4.88%
Training weights: w5 =   0.0072 w4 =   0.0197 w3 =   0.0034 w2 =   0.0020 w1 =   0.0074 w0 =  -0.2968 Iteration 2480: Error Rate = 4.38%
Training weights: w5 =   0.0061 w4 =   0.0199 w3 =   0.0033 w2 =   0.0024 w1 =   0.0064 w0 =  -0.2969 Iteration 2481: Error Rate = 3.62%
Training weights: w5 =   0.0063 w4 =   0.0200 w3 =   0.0017 w2 =   0.0018 w1 =   0.0067 w0 =  -0.2970 Iteration 2482: Error Rate = 5.12%
Training weights: w5 =   0.0068 w4 =   0.0203 w3 =   0.0027 w2 =   0.0022 w1 =   0.0078 w0 =  -0.2970 Iteration 2483: Error Rate = 3.75%
Training weights: w5 =   0.0075 w4 =   0.0200 w3 =   0.0025 w2 =   0.0038 w1 =   0.0074 w0 =  -0.2971 Iteration 2484: Error Rate = 6.38%
Training weights: w5 =   0.0068 w4 =   0.0208 w3 =   0.0034 w2 =   0.0029 w1 =   0.0068 w0 =  -0.2972 Iteration 2485: Error Rate = 5.62%
Training weights: w5 =   0.0069 w4 =   0.0204 w3 =   0.0028 w2 =   0.0033 w1 =   0.0064 w0 =  -0.2973 Iteration 2486: Error Rate = 4.62%
Training weights: w5 =   0.0071 w4 =   0.0191 w3 =   0.0021 w2 =   0.0021 w1 =   0.0061 w0 =  -0.2975 Iteration 2487: Error Rate = 5.75%
Training weights: w5 =   0.0071 w4 =   0.0203 w3 =   0.0025 w2 =   0.0024 w1 =   0.0075 w0 =  -0.2975 Iteration 2488: Error Rate = 6.25%
Training weights: w5 =   0.0072 w4 =   0.0202 w3 =   0.0032 w2 =   0.0029 w1 =   0.0066 w0 =  -0.2976 Iteration 2489: Error Rate = 4.88%
Training weights: w5 =   0.0058 w4 =   0.0203 w3 =   0.0033 w2 =   0.0030 w1 =   0.0058 w0 =  -0.2977 Iteration 2490: Error Rate = 4.12%
Training weights: w5 =   0.0062 w4 =   0.0196 w3 =   0.0033 w2 =   0.0026 w1 =   0.0077 w0 =  -0.2978 Iteration 2491: Error Rate = 5.12%
Training weights: w5 =   0.0074 w4 =   0.0206 w3 =   0.0031 w2 =   0.0027 w1 =   0.0068 w0 =  -0.2978 Iteration 2492: Error Rate = 3.25%
Training weights: w5 =   0.0072 w4 =   0.0207 w3 =   0.0034 w2 =   0.0012 w1 =   0.0072 w0 =  -0.2979 Iteration 2493: Error Rate = 5.88%
Training weights: w5 =   0.0074 w4 =   0.0218 w3 =   0.0029 w2 =   0.0016 w1 =   0.0071 w0 =  -0.2979 Iteration 2494: Error Rate = 3.75%
Training weights: w5 =   0.0075 w4 =   0.0212 w3 =   0.0032 w2 =   0.0016 w1 =   0.0061 w0 =  -0.2981 Iteration 2495: Error Rate = 9.50%
Training weights: w5 =   0.0063 w4 =   0.0208 w3 =   0.0031 w2 =   0.0022 w1 =   0.0071 w0 =  -0.2982 Iteration 2496: Error Rate = 4.12%
Training weights: w5 =   0.0077 w4 =   0.0202 w3 =   0.0032 w2 =   0.0024 w1 =   0.0060 w0 =  -0.2983 Iteration 2497: Error Rate = 4.12%
Training weights: w5 =   0.0069 w4 =   0.0202 w3 =   0.0032 w2 =   0.0026 w1 =   0.0070 w0 =  -0.2984 Iteration 2498: Error Rate = 5.62%
Training weights: w5 =   0.0069 w4 =   0.0201 w3 =   0.0035 w2 =   0.0026 w1 =   0.0064 w0 =  -0.2985 Iteration 2499: Error Rate = 4.38%
Training weights: w5 =   0.0070 w4 =   0.0210 w3 =   0.0034 w2 =   0.0024 w1 =   0.0063 w0 =  -0.2985 Iteration 2500: Error Rate = 2.75%
Training weights: w5 =   0.0060 w4 =   0.0208 w3 =   0.0041 w2 =   0.0024 w1 =   0.0064 w0 =  -0.2986 Iteration 2501: Error Rate = 4.38%
Training weights: w5 =   0.0080 w4 =   0.0200 w3 =   0.0021 w2 =   0.0025 w1 =   0.0067 w0 =  -0.2987 Iteration 2502: Error Rate = 5.12%
